package,version,released,index,text
metafor,1.5-0,2010-12-16,4,added the incidence rate ratio as a possible outcome measure to the `rma.mh()` function
metafor,1.5-0,2010-12-16,5,added transformation functions related to incidence rates
metafor,1.5-0,2010-12-16,6,added the Freeman-Tukey double arcsine transformation and its inverse to the transformation functions
metafor,1.5-0,2010-12-16,7,added some additional error checking for out-of-range p-values in the `permutest.rma.uni()` function
metafor,1.5-0,2010-12-16,8,added some additional checking for out-of-range values in several transformation functions
metafor,1.5-0,2010-12-16,9,added `confint()` methods for `rma.mh` and `rma.peto` objects (only for completeness sake; print already provides CIs)
metafor,1.5-0,2010-12-16,10,"added new datasets (`dat.warfarin`, `dat.los`, `dat.empint`)"
metafor,1.5-0,2010-12-16,11,some improvements to the documentation
metafor,1.4-0,2010-07-30,0,a paper about the package has now been published in the Journal of Statistical Software (https://www.jstatsoft.org/v36/i03/)
metafor,1.4-0,2010-07-30,1,"added citation info; see: `citation(""metafor"")`"
metafor,1.4-0,2010-07-30,2,the `metafor` package now depends on the `nlme` package
metafor,1.4-0,2010-07-30,3,"added extractor functions for the AIC, BIC, and deviance"
metafor,1.4-0,2010-07-30,4,some updates to the documentation
metafor,1.3-0,2010-06-25,0,the `metafor` package now depends on the `Formula` package
metafor,1.3-0,2010-06-25,1,made `escalc()` generic and implemented a default and a formula interface
metafor,1.3-0,2010-06-25,2,added the (inverse) arcsine transformation to the set of transformation functions
metafor,1.2-0,2010-05-18,0,"cases where k is very small (e.g., k equal to 1 or 2) are now handled more gracefully"
metafor,1.2-0,2010-05-18,1,added sanity check for cases where all observed outcomes are equal to each other (this led to division by zero when using the Knapp & Hartung method)
metafor,1.2-0,2010-05-18,2,"the ""smarter way to set the number of iterations for permutation tests"" (see notes for previous version below) now actually works like it is supposed to"
metafor,1.2-0,2010-05-18,3,the `permutest.rma.uni()` function now provides more sensible results when k is very small; the documentation for the function has also been updated with some notes about the use of permutation tests under those circumstances
metafor,1.2-0,2010-05-18,4,"made some general improvements to the various forest plot functions making them more flexible in particular when creating more complex displays; most importantly, added a `rows` argument and removed the `addrows` argument"
metafor,1.2-0,2010-05-18,5,some additional examples have been added to the help files for the forest and addpoly functions to demonstrate how to create more complex displays with these functions
metafor,1.2-0,2010-05-18,6,added `showweight` argument to the `forest.default()` and `forest.rma()` functions
metafor,1.2-0,2010-05-18,7,`cumul()` functions not showing all of the output columns when using fixed-effects models has been corrected
metafor,1.2-0,2010-05-18,8,`weights.rma.uni()` function now handles `NA`s appropriately
metafor,1.2-0,2010-05-18,9,`weights.rma.mh()` and `weights.rma.peto()` functions added
metafor,1.2-0,2010-05-18,10,`logLik.rma()` function now behaves more like other `logLik()` functions (such as `logLik.lm()` and `logLik.lme()`)
metafor,1.1-0,2010-04-28,0,`cint()` generic removed and replaced with `confint()` method for objects of class `rma.uni`
metafor,1.1-0,2010-04-28,1,slightly improved the code to set the x-axis title in the `forest()` and `funnel()` functions
metafor,1.1-0,2010-04-28,2,added `coef()` method for `permutest.rma.uni` objects
metafor,1.1-0,2010-04-28,3,added `append` argument to `escalc()` function
metafor,1.1-0,2010-04-28,4,"implemented a smarter way to set the number of iterations for permutation tests (i.e., the `permutest.rma.uni()` function will now switch to an exact test if the number of iterations required for an exact test is actually smaller than the requested number of iterations for an approximate test)"
metafor,1.1-0,2010-04-28,5,changed the way how p-values for individual coefficients are calculated in `permutest.rma.uni()` to 'two times the one-tailed area under the permutation distribution' (more consistent with the way we typically define two-tailed p-values)
metafor,1.1-0,2010-04-28,6,added `retpermdist` argument to `permutest.rma.uni()` to return the permutation distributions of the test statistics
metafor,1.1-0,2010-04-28,7,slight improvements to the various transformation functions to cope better with some extreme cases
metafor,1.1-0,2010-04-28,8,p-values are now calculated in such a way that very small p-values stored in fitted model objects are no longer truncated to 0 (the printed results are still truncated depending on the number of digits specified)
metafor,1.1-0,2010-04-28,9,"changed the default number of iterations for the ML, REML, and EB estimators from 50 to 100"
metafor,1.0-1,2010-02-02,0,version jump in conjunction with the upcoming publication of a paper in the Journal of Statistical Software describing the `metafor` package
metafor,1.0-1,2010-02-02,1,"instead of specifying a model matrix, the user can now specify a model formula for the `mods` argument in the `rma()` function (e.g., like in the `lm()` function)"
metafor,1.0-1,2010-02-02,2,`permutest()` function now allows exact permutation tests (but this is only feasible when k is not too large)
metafor,1.0-1,2010-02-02,3,"`forest()` function now uses the `level` argument properly to adjust the CI level of the summary estimate for models without moderators (i.e., for fixed- and random-effets models)"
metafor,1.0-1,2010-02-02,4,`forest()` function can now also show the prediction interval as a dashed line for a random-effects model
metafor,1.0-1,2010-02-02,5,"information about the measure used is now passed on to the `forest()` and `funnel()` functions, which try to set an appropriate x-axis title accordingly"
metafor,1.0-1,2010-02-02,6,"`funnel()` function now has more arguments (e.g., `atransf`, `at`) providing more control over the display of the x-axis"
metafor,1.0-1,2010-02-02,7,"`predict()` function now has its own `print()` method and has a new argument called `addx`, which adds the values of the moderator variables to the returned object (when `addx=TRUE`)"
metafor,1.0-1,2010-02-02,8,"functions now properly handle the `na.action` `""na.pass""` (treated essentially like `""na.exclude""`)"
metafor,1.0-1,2010-02-02,9,added method for `weights()` to extract the weights used when fitting models with `rma.uni()`
metafor,1.0-1,2010-02-02,10,some small improvements to the documentation
metafor,0.5-7,2009-12-06,0,added `permutest()` function for permutation tests
metafor,0.5-7,2009-12-06,1,added `metafor.news()` function to display the `NEWS` file of the `metafor` package within R (based on same idea in the `animate` package by Yihui Xie)
metafor,0.5-7,2009-12-06,2,added some checks for values below machine precision
metafor,0.5-7,2009-12-06,3,a bit of code reorganization (nothing that affects how the functions work)
metafor,0.5-6,2009-10-19,0,"small changes to the computation of the DFFITS and DFBETAS values in the `influence()` function, so that these statistics are more in line with their definitions in regular linear regression models"
metafor,0.5-6,2009-10-19,1,added option to the plot function for objects returned by `influence()` to allow plotting the covariance ratios on a log scale (now the default)
metafor,0.5-6,2009-10-19,2,slight adjustments to various `print()` functions (to catch some errors when certain values were `NA`)
metafor,0.5-6,2009-10-19,3,added a control option to `rma()` to adjust the step length of the Fisher scoring algorithm by a constant factor (this may be useful when the algorithm does not converge)
metafor,0.5-5,2009-10-08,0,"added the phi coefficient (`measure=""PHI""`), Yule's Q (`""YUQ""`), and Yule's Y (`""YUY""`) as additional measures to the `escalc()` function for 2x2 table data"
metafor,0.5-5,2009-10-08,1,forest plots now order the studies so that the first study is at the top of the plot and the last study at the bottom (the order can still be set with the `order` or `subset` argument)
metafor,0.5-5,2009-10-08,2,added `cumul()` function for cumulative meta-analyses (with a corresponding `forest()` method to plot the cumulative results)
metafor,0.5-5,2009-10-08,3,added `leave1out()` function for leave-one-out diagnostics
metafor,0.5-5,2009-10-08,4,added option to `qqnorm.rma.uni()` so that the user can choose whether to apply the Bonferroni correction to the bounds of the pseudo confidence envelope
metafor,0.5-5,2009-10-08,5,some internal changes to the class and methods names
metafor,0.5-5,2009-10-08,6,some small corrections to the documentation
metafor,0.5-4,2009-09-18,0,corrected the `trimfill()` function
metafor,0.5-4,2009-09-18,1,improvements to various print functions
metafor,0.5-4,2009-09-18,2,"added a `regtest()` function for various regression tests of funnel plot asymmetry (e.g., Egger's regression test)"
metafor,0.5-4,2009-09-18,3,made `ranktest()` generic and added a method for objects of class `rma` so that the test can be carried out after fitting
metafor,0.5-4,2009-09-18,4,added `anova()` function for full vs reduced model comparisons via fit statistics and likelihood ratio tests
metafor,0.5-4,2009-09-18,5,added the Orwin and Rosenberg approaches to `fsn()`
metafor,0.5-4,2009-09-18,6,added H^2 measure to the output for random-effects models
metafor,0.5-4,2009-09-18,7,"in `escalc()`, `measure=""COR""` is now used for the (usual) raw correlation coefficient and `measure=""UCOR""` for the bias corrected correlation coefficients"
metafor,0.5-4,2009-09-18,8,some small corrections to the documentation
metafor,0.5-3,2009-07-31,0,small changes to some of the examples
metafor,0.5-3,2009-07-31,1,"added the log transformed proportion (`measure=""PLN""`) as another measure to the `escalc()` function; changed `""PL""` to `""PLO""` for the logit (i.e., log odds) transformation for proportions"
metafor,0.5-2,2009-07-06,0,added an option in `plot.infl.rma.uni()` to open a new device for plotting the DFBETAS values
metafor,0.5-2,2009-07-06,1,"thanks to Jim Lemon, added a much better method for adjusting the size of the labels, annotations, and symbols in the `forest()` function when the number of studies is large"
metafor,0.5-1,2009-06-14,0,"made some small changes to the documentation (some typos corrected, some confusing points clarified)"
